"","win_status","h_avg_points","a_avg_points","h_avg_fg","a_avg_fg","h_avg_fga","a_avg_fga","h_avg_3p","a_avg_3p","h_avg_3pa","a_avg_3pa","h_avg_ft","a_avg_ft","h_avg_orb","a_avg_orb","h_avg_drb","a_avg_drb","h_avg_ast","a_avg_ast","h_avg_stl","a_avg_stl","h_avg_blk","a_avg_blk","h_avg_tov","a_avg_tov","h_avg_pf","a_avg_pf","h_avg_tsp","a_avg_tsp","h_avg_ortg","a_avg_ortg","h_avg_drtg","a_avg_drtg","h_win_perc","a_win_perc","h_back","a_back","gameid_cr","home_elo","away_elo"
"12","Home",112.533333333333,110.533333333333,37.7333333333333,41.0666666666667,82.2666666666667,87.3333333333333,15.9333333333333,11,44.5333333333333,28.9333333333333,21.1333333333333,17.4,9.66666666666667,11.8666666666667,35.4,33.0666666666667,21.8,23.9333333333333,8.93333333333333,8.4,5.46666666666667,4.8,16,15.2,22.4666666666667,17.7333333333333,0.600266666666667,0.565266666666667,114.28,111.873333333333,104.92,109.326666666667,0.733333333333333,0.6,0,0,"HOUDEN1122",1633.25750782014,1545.06477321322
"13","Home",106.533333333333,105.066666666667,39.4,39.0666666666667,84.4666666666667,84.8,8.06666666666667,11.4,23.2666666666667,30.4,19.6666666666667,15.5333333333333,10.4666666666667,7.73333333333333,32.1333333333333,33.8,22.2,23.7333333333333,8.66666666666667,8.26666666666667,3.8,4.86666666666667,14.3333333333333,15.0666666666667,18.0666666666667,19.6,0.5604,0.559533333333333,109.686666666667,105.52,109.386666666667,107.506666666667,0.6,0.466666666666667,0,0,"MINORL1122",1504.16701678048,1420.22995204908
"14","Home",110.733333333333,101.866666666667,42.0666666666667,38.2,85.4666666666667,84.2,10.5333333333333,9.73333333333333,30.0666666666667,25.8666666666667,16.0666666666667,15.7333333333333,8.53333333333333,11.4,34.3333333333333,33.9333333333333,26.9333333333333,23.2666666666667,8.4,7.46666666666667,4,6.06666666666667,16.0666666666667,14.6,20.6,17.2,0.584066666666667,0.548,110.033333333333,107.84,111.486666666667,105.48,0.533333333333333,0.6,0,0,"NOPSAS1122",1494.33030730332,1595.02643600813
"15","Home",103.066666666667,117,37.6,44,84.6666666666667,85.8,10.9333333333333,12,30.8,30.8,16.9333333333333,17,10.3333333333333,9,31.6666666666667,37.0666666666667,20.7333333333333,30.0666666666667,10.2,8.73333333333333,4.93333333333333,9,13.5333333333333,16.2666666666667,22.2666666666667,21.5333333333333,0.544333333333333,0.6158,107.906666666667,115.58,104.093333333333,104.553333333333,0.4,0.8,0,0,"OKCGSW1122",1538.47786151782,1776.74030607647
"16","Away",108.066666666667,99.2,38.2666666666667,35.5333333333333,88.7333333333333,83.2,11.9333333333333,9,34.8666666666667,23.9333333333333,19.6,19.1333333333333,9.86666666666667,10.9333333333333,35.0666666666667,35.6,22.2,17.6,7.86666666666667,6.86666666666667,3.73333333333333,5.2,15,15.2,21.7333333333333,19.8,0.538333333333333,0.533733333333333,104.926666666667,104.133333333333,108.753333333333,102.78,0.333333333333333,0.533333333333333,0,0,"BRKPOR1124",1395.61090899431,1537.55889911508
"17","Home",102.533333333333,106.133333333333,38.8666666666667,40.6,83.2666666666667,86.5333333333333,11.3333333333333,8.93333333333333,28.1333333333333,24.3333333333333,13.4666666666667,16,8.26666666666667,11.4,31.7333333333333,34.4,23.6666666666667,23.6666666666667,9,7.6,3.93333333333333,5.06666666666667,16.0666666666667,14.9333333333333,20.4666666666667,20.7333333333333,0.564066666666667,0.559066666666667,105.953333333333,111.333333333333,110.953333333333,107.766666666667,0.133333333333333,0.666666666666667,0,0,"ATLNYK1124",1408.49801014176,1470.71020402906
"18","Home",102.6,105.333333333333,36.1333333333333,39.4666666666667,83.8666666666667,84.8666666666667,10.9333333333333,11.0666666666667,30.4,30.5333333333333,19.4,15.3333333333333,10.1333333333333,7.4,36.5333333333333,33.7333333333333,21.4666666666667,23.7333333333333,8.46666666666667,8.06666666666667,4.13333333333333,4.73333333333333,13.2666666666667,15.2,18.8666666666667,19.8,0.544733333333333,0.560133333333333,107.866666666667,105.38,98.5466666666667,109.18,0.933333333333333,0.4,0,0,"BOSORL1124",1624.3991922693,1416.75797582769
"19","Home",111.266666666667,106.533333333333,39.7333333333333,38.5333333333333,84.1333333333333,85.4666666666667,11.8666666666667,9.66666666666667,32.2,26.1333333333333,19.9333333333333,19.8,9.2,9.93333333333333,32.2666666666667,37.5333333333333,22,20,6.8,5.8,4,4.8,14.8666666666667,13.1333333333333,20.2666666666667,19.2,0.587333333333333,0.5436,113.566666666667,107.373333333333,114.246666666667,106.573333333333,0.533333333333333,0.466666666666667,0,0,"CLECHO1124",1595.58573606272,1486.20969869304
"20","Home",107.733333333333,108.066666666667,41.2666666666667,40.0666666666667,86.0666666666667,83.1333333333333,10.6666666666667,10.8,25,31.1333333333333,14.5333333333333,17.1333333333333,8.6,8.13333333333333,34.4,31.8666666666667,24.6,22.6666666666667,8,8.13333333333333,4.13333333333333,5.93333333333333,13.6666666666667,13.6,19,22.4666666666667,0.572866666666667,0.584266666666667,110.426666666667,112.353333333333,107.413333333333,108.693333333333,0.6,0.6,0,0,"INDTOR1124",1547.44506439834,1595.29369247058
"21","Away",108.133333333333,98.4666666666667,39.6666666666667,36.3333333333333,84.8666666666667,82.0666666666667,8.13333333333333,11.6,23.3333333333333,32,20.6666666666667,14.2,10.4666666666667,7.86666666666667,32,35.1333333333333,22.5333333333333,20,8.53333333333333,7.4,3.86666666666667,5.13333333333333,13.8,15.6666666666667,18.0666666666667,20.9333333333333,0.563066666666667,0.547,110.68,103.026666666667,110.206666666667,105.353333333333,0.6,0.533333333333333,0,0,"MINMIA1124",1507.63899300187,1514.72030639932
"22","Home",109.933333333333,98.8666666666667,40.8,35.8666666666667,87.8,80.7333333333333,11.1333333333333,9.2,29.6,28.8666666666667,17.2,17.9333333333333,12.2666666666667,7.33333333333333,32.6,33.2666666666667,23.4,20.8666666666667,8.8,7.2,5,5.93333333333333,14.9333333333333,13.1333333333333,17.2,21.8666666666667,0.5594,0.5484,111.3,104.486666666667,110.42,107.28,0.6,0.333333333333333,0,0,"DENMEM1124",1535.45345759409,1474.09220413689
"23","Home",116.333333333333,94.7333333333333,44,35.7333333333333,85.5333333333333,86.3333333333333,11.8666666666667,10.2,30.3333333333333,30.2666666666667,16.4666666666667,13.0666666666667,8.66666666666667,9.4,36.9333333333333,34.7333333333333,30.2,21.2,8.8,6.46666666666667,9.06666666666667,3.06666666666667,16.6,13.8666666666667,21,18.8666666666667,0.6152,0.504666666666667,114.726666666667,98.9066666666667,104.146666666667,110.433333333333,0.8,0.2,0,0,"GSWCHI1124",1754.04264896206,1409.00404315279
"24","Home",109.066666666667,103.866666666667,40.9333333333333,39.4666666666667,87.2666666666667,85.6666666666667,10.9333333333333,11.1333333333333,29.7333333333333,30.6,16.2666666666667,13.8,10.4,8.06666666666667,38.3333333333333,33.5333333333333,26.3333333333333,23.8,9,7.93333333333333,5.26666666666667,4.66666666666667,17.5333333333333,15.2666666666667,23.6,19.3333333333333,0.561,0.551933333333333,106.62,104.72,104.173333333333,109.826666666667,0.666666666666667,0.333333333333333,0,1,"PHIORL1125",1485.55696788714,1413.6154758166
"25","Home",99.1333333333333,103.466666666667,36.5333333333333,37.9333333333333,85.6666666666667,85.6,11.3333333333333,10.5333333333333,32.6,30.3333333333333,14.7333333333333,17.0666666666667,8.73333333333333,10.9333333333333,33.0666666666667,32.4666666666667,20.5333333333333,20.5333333333333,7,10.5333333333333,3.46666666666667,5,14.2,13.6666666666667,20.6666666666667,21.9333333333333,0.529466666666667,0.541866666666667,102.726666666667,107.96,108.44,102.32,0.266666666666667,0.466666666666667,0,1,"DALOKC1125",1407.20401859206,1554.37144651103
"26","Home",117,109.6,44.3333333333333,41.5333333333333,85.8666666666667,84.8666666666667,11.9333333333333,9.86666666666667,30.1333333333333,28.9333333333333,16.4,16.6666666666667,8.4,8.4,37.1333333333333,34.5333333333333,30.4,26.9333333333333,9.13333333333333,8.06666666666667,9.26666666666667,3.8,16.2666666666667,15.7333333333333,20.4666666666667,20.4,0.617266666666667,0.580933333333333,115.306666666667,109.873333333333,103.52,108.52,0.8,0.6,1,1,"GSWNOP1125",1757.36636786391,1524.16714571234
"27","Home",99.6,100.933333333333,35.8,38.6,83.5333333333333,81.7333333333333,11.2,9.53333333333333,30.8666666666667,25.6,16.8,14.2,9.26666666666667,7.33333333333333,31,30.6,19.8,23.3333333333333,9.8,7.93333333333333,5.8,5.66666666666667,14.8,13.2,20.8,22.5333333333333,0.539933333333333,0.558733333333333,104.226666666667,106.853333333333,105.346666666667,111.073333333333,0.333333333333333,0.466666666666667,0,0,"UTAMIL1125",1516.65396955204,1483.05913894578
"28","Away",98.4666666666667,108.666666666667,36.3333333333333,38.8666666666667,81.0666666666667,89.6,9.4,11.8666666666667,29.2,34.7333333333333,16.4,19.0666666666667,7.33333333333333,9.86666666666667,32.2666666666667,34.8,21.6666666666667,22.0666666666667,7.53333333333333,7.33333333333333,6,3.6,13.5333333333333,14.4,21.8666666666667,21.4,0.548,0.538533333333333,103.926666666667,105.626666666667,108.16,110.346666666667,0.266666666666667,0.266666666666667,0,0,"MEMBRK1126",1468.25592190045,1391.4976410636
"29","Away",106.8,100.666666666667,40.7333333333333,37,85.2,83.6666666666667,9.33333333333333,8.6,24.8666666666667,22.7333333333333,16,18.0666666666667,10.1333333333333,10.0666666666667,34.3333333333333,35.2,25,18.0666666666667,6.93333333333333,6.26666666666667,5.33333333333333,5.6,15.8,14.4666666666667,20.9333333333333,19,0.571933333333333,0.540333333333333,111.306666666667,105.333333333333,109.58,104.093333333333,0.6,0.6,0,0,"NYKPOR1127",1457.02403182133,1549.9133083038
"30","Home",115.533333333333,107.133333333333,38.7333333333333,38.4,83.4,88.1333333333333,17,12,44.7333333333333,34.3333333333333,21.0666666666667,18.3333333333333,9.66666666666667,9.73333333333333,35.0666666666667,34.5333333333333,23,21.9333333333333,9.46666666666667,7.26666666666667,5.73333333333333,3.8,15.7333333333333,14.5333333333333,21.2666666666667,21.0666666666667,0.609666666666667,0.541066666666667,116.42,105.553333333333,104.593333333333,109.246666666667,0.8,0.333333333333333,0,1,"HOUBRK1127",1646.4838456446,1409.2525847111
"31","Home",102.733333333333,104.066666666667,36.8,39.6666666666667,82.0666666666667,87.5333333333333,10.4666666666667,7.8,29.4666666666667,26.2,18.6666666666667,16.9333333333333,10.7333333333333,10.3333333333333,30.8666666666667,35.8666666666667,19.2666666666667,22.1333333333333,7.86666666666667,7.93333333333333,4.2,6.2,15,16.3333333333333,20.6,21.8,0.5528,0.531333333333333,107.893333333333,102.093333333333,112.226666666667,105.18,0.333333333333333,0.333333333333333,0,0,"LACLAL1127",1514.53311662248,1403.94987559147
"32","Home",111.333333333333,98,39.9333333333333,35.5333333333333,84.1333333333333,80.9333333333333,12.2,11.8666666666667,33.0666666666667,32,19.2666666666667,15.0666666666667,8.86666666666667,7.46666666666667,33.1333333333333,35.6,22.4666666666667,20.2,6.93333333333333,7.06666666666667,4,4.6,14.7333333333333,15.1333333333333,21.4,20.9333333333333,0.5898,0.550466666666667,113.653333333333,103.42,111.746666666667,105.393333333333,0.6,0.533333333333333,1,0,"CLEMIA1128",1614.42935653722,1538.2334245739
"33","Away",93.9333333333333,101.666666666667,36.9333333333333,38.8,83.8666666666667,81.4,8,9.33333333333333,20.7333333333333,24.6666666666667,12.0666666666667,14.7333333333333,8.66666666666667,7.33333333333333,29.6,31.2666666666667,20.4,23.0666666666667,8.4,7.66666666666667,4.4,5.93333333333333,14.2666666666667,13.3333333333333,19.4,22.8,0.516933333333333,0.563,100.073333333333,107.6,112.606666666667,111.38,0.333333333333333,0.466666666666667,1,0,"SACMIL1128",1378.2154314193,1476.04785337107
"34","Home",103.4,101.266666666667,38.8,37,85.4666666666667,85,11.5333333333333,10.7333333333333,31.6666666666667,30.8666666666667,14.2666666666667,16.5333333333333,8.2,10.4,32.8666666666667,32.3333333333333,23.4,20.4,7.4,10.8,4.86666666666667,4.53333333333333,14.9333333333333,13.4,19.0666666666667,21.1333333333333,0.548866666666667,0.535466666666667,104.9,106.373333333333,113.473333333333,103.12,0.266666666666667,0.4,0,0,"ORLOKC1129",1402.05224216084,1537.79025067763
"35","Home",111.066666666667,105.466666666667,42.0666666666667,38.9333333333333,89.5333333333333,83.6,11.0666666666667,10.4,30.6666666666667,26.6666666666667,15.8666666666667,17.2,11.5333333333333,9.4,38.2666666666667,33.9333333333333,26.8,21.8666666666667,8.8,6.86666666666667,5.26666666666667,3.73333333333333,16.3333333333333,14.2666666666667,22.9333333333333,20.6,0.561866666666667,0.5646,109.293333333333,110.606666666667,105.833333333333,105.686666666667,0.666666666666667,0.533333333333333,0,1,"PHIWAS1129",1475.84030566478,1559.98971286734
"36","Home",105.266666666667,97.8,40.2666666666667,35.5333333333333,85.1333333333333,81.2,8.8,11.9333333333333,24,32.3333333333333,15.9333333333333,14.8,10.3333333333333,7.73333333333333,34.1333333333333,36,24.0666666666667,20.5333333333333,6.53333333333333,7.13333333333333,5.13333333333333,4.8,15.7333333333333,15.5333333333333,20.5333333333333,20.5333333333333,0.564333333333333,0.5474,109.96,102.786666666667,110.346666666667,104.28,0.533333333333333,0.533333333333333,0,1,"NYKMIA1129",1445.08176500034,1533.09627932838
"37","Away",103.533333333333,111.4,39.2,40,84.4,84.1333333333333,11.4,12.1333333333333,29,32.9333333333333,13.7333333333333,19.2666666666667,8.73333333333333,8.6,30.6666666666667,33.2666666666667,24.4666666666667,22.4666666666667,8.8,7.4,3.73333333333333,3.66666666666667,15.8666666666667,14.2,19.8666666666667,21.4,0.561666666666667,0.590733333333333,106.826666666667,113.966666666667,112.333333333333,110.986666666667,0.2,0.666666666666667,0,0,"ATLCLE1130",1400.55431543922,1619.56650178274
"38","Home",104.733333333333,112,37.6666666666667,41.6666666666667,84.8,88.4666666666667,11.7333333333333,10.4666666666667,31.6,29.4666666666667,17.6666666666667,18.2,10.1333333333333,12.1333333333333,35.5333333333333,39.0666666666667,22.4,26.4,7.6,8.26666666666667,4.26666666666667,5.33333333333333,13.2666666666667,16.5333333333333,19.1333333333333,23.4666666666667,0.5546,0.563666666666667,110.293333333333,109.68,102.286666666667,105.84,0.866666666666667,0.733333333333333,0,1,"BOSPHI1130",1618.29195373508,1482.47274442974
"39","Home",108.8,94.5333333333333,40,35.4666666666667,85.5333333333333,87.8666666666667,11.4,10.7333333333333,30.6,31.3333333333333,17.4,12.8666666666667,12.1333333333333,9.6,32.4,34.6666666666667,23,21.3333333333333,8.86666666666667,7.46666666666667,5.2,3.13333333333333,15.8666666666667,13.2,16.9333333333333,18.6666666666667,0.564266666666667,0.496,110.713333333333,97.9733333333333,110.326666666667,111.12,0.6,0.2,0,0,"DENCHI1130",1525.9337233101,1386.45364161747
"40","Away",103.933333333333,103.266666666667,36.9333333333333,37.2666666666667,82.2,84.3333333333333,10.4666666666667,12.4666666666667,29.4,31.6,19.6,16.2666666666667,10.6666666666667,9.2,30.9333333333333,30.2666666666667,19.1333333333333,20.8,7.53333333333333,9.8,4.13333333333333,5.2,15.2666666666667,13.4666666666667,21,20.6,0.556666666666667,0.5572,108.293333333333,108.913333333333,113.606666666667,105.033333333333,0.333333333333333,0.466666666666667,0,0,"LACUTA1130",1517.29526088815,1539.02127164718
"41","Home",105.2,107.533333333333,38.4666666666667,40.2666666666667,83.0666666666667,85.6666666666667,10,12.2,25.9333333333333,29.2666666666667,18.2666666666667,14.8,9.06666666666667,10.8,33.8666666666667,32.4666666666667,21.3333333333333,24.0666666666667,6.93333333333333,7.93333333333333,3.6,3.93333333333333,14.0666666666667,14.4666666666667,22,18.2666666666667,0.563866666666667,0.569533333333333,110.273333333333,111.98,105.473333333333,106.36,0.533333333333333,0.8,0,0,"WASDET1201",1553.35727410238,1523.70044284423
"42","Home",110.2,107.666666666667,41.4666666666667,41.5333333333333,82.8666666666667,86,11.5333333333333,10.5333333333333,30.7333333333333,25.0666666666667,15.7333333333333,14.0666666666667,8,8.06666666666667,32.7333333333333,33.3333333333333,22.5333333333333,24.0666666666667,7.93333333333333,7.8,5.6,4.53333333333333,13.6666666666667,13.2,22.1333333333333,18.0666666666667,0.600933333333333,0.5748,115.153333333333,110.773333333333,108.333333333333,110.726666666667,0.666666666666667,0.533333333333333,0,0,"TORIND1201",1612.85203898625,1537.84747847532
"43","Away",95.8,94.2,36.3333333333333,36.8666666666667,87.6,83.5333333333333,10.8666666666667,7.93333333333333,30.8,20.4,12.2666666666667,12.5333333333333,8.8,8.53333333333333,34,29.5333333333333,21.6666666666667,20.5333333333333,7.4,8.2,3.13333333333333,4.4,13.0666666666667,14.2,19.4666666666667,19.4666666666667,0.505466666666667,0.5182,98.8733333333333,100.28,112.466666666667,112.646666666667,0.133333333333333,0.333333333333333,1,0,"CHISAC1201",1385.08840546189,1358.89041240775
"44","Away",98,102.933333333333,36.6,38.6666666666667,81.8666666666667,82.9333333333333,9.2,9.86666666666667,28,26.1333333333333,15.6,15.7333333333333,7.8,9.4,31.1333333333333,33.7333333333333,21.9333333333333,24.4666666666667,7.4,7.73333333333333,5.73333333333333,5.46666666666667,13.2666666666667,13.2,21.7333333333333,17.6666666666667,0.543933333333333,0.5626,104.346666666667,109.886666666667,109.746666666667,105.533333333333,0.2,0.666666666666667,0,0,"MEMSAS1201",1447.37226261476,1602.48142175365
"45","Home",97.5333333333333,105.533333333333,35.4,38.2666666666667,81.5333333333333,86.2666666666667,12.1333333333333,9.2,32.8,24.8,14.6,19.8,7.93333333333333,10.2,35.2,35.8,20.8,21.3333333333333,7.6,6.06666666666667,4.46666666666667,4.46666666666667,15.2666666666667,12.2,20.3333333333333,19.0666666666667,0.5434,0.535133333333333,102.34,107.206666666667,105.413333333333,110.5,0.533333333333333,0.333333333333333,0,0,"MIACHO1201",1512.6942131566,1463.8642552011
"46","Home",100.733333333333,107,36.6666666666667,39.9333333333333,85.6666666666667,84.8666666666667,11,8.06666666666667,31.1333333333333,23,16.4,19.0666666666667,11.0666666666667,11.2666666666667,32.5333333333333,33.3333333333333,20.2666666666667,23.0666666666667,10.8,9.2,4.26666666666667,3.46666666666667,13.3333333333333,12.9333333333333,20.5333333333333,17.4,0.5286,0.561666666666667,105.72,111.986666666667,103.14,107.913333333333,0.4,0.6,0,0,"OKCMIN1201",1523.8839592034,1512.05096284202
"47","Home",105.266666666667,108.933333333333,38.0666666666667,41.6,84.7333333333333,85.2666666666667,12.7333333333333,10.0666666666667,31.8666666666667,29.2,16.4,15.6666666666667,8.93333333333333,8.6,29.4666666666667,33.2666666666667,22.1333333333333,27.7333333333333,10.0666666666667,8.06666666666667,5,3.86666666666667,12.9333333333333,15.8,20.6,19.8,0.565466666666667,0.578933333333333,110.906666666667,109.553333333333,106.766666666667,110.36,0.466666666666667,0.533333333333333,1,0,"UTANOP1201",1559.62158387612,1498.19970895578
"48","Home",104.733333333333,107.666666666667,37.5333333333333,40.4,84.2,90.4,11.8,8.6,31.4666666666667,26.4,17.8666666666667,18.2666666666667,9.6,11.5333333333333,35.1333333333333,33.8666666666667,22.4666666666667,21.0666666666667,7.4,6.73333333333333,4.33333333333333,4.6,13.4666666666667,14.4666666666667,19,21.5333333333333,0.557733333333333,0.5326,110.06,106.086666666667,102.3,113.88,0.866666666666667,0.333333333333333,0,0,"BOSPHO1202",1622.08358216915,1343.43772681514
"49","Home",99.9333333333333,104.133333333333,37.2666666666667,37.0666666666667,84.3333333333333,81.7333333333333,11.8666666666667,10.5333333333333,32.9333333333333,29.4666666666667,13.5333333333333,19.4666666666667,7.6,10.4,34,30.5333333333333,21.5333333333333,19.9333333333333,6.73333333333333,7.8,3.53333333333333,4.2,14.3333333333333,15.8,20.5333333333333,20.8,0.545466666666667,0.5622,103.766666666667,108.16,107.466666666667,114.926666666667,0.266666666666667,0.266666666666667,0,0,"DALLAC1202",1411.19509488318,1496.69494865921
"50","Away",108.066666666667,104.466666666667,39.2,39.4666666666667,88.6666666666667,83.7333333333333,11.5333333333333,11.2666666666667,33.8,28.8666666666667,18.1333333333333,14.2666666666667,10.0666666666667,8.53333333333333,35.6666666666667,29.9333333333333,22.5333333333333,24.5333333333333,6.86666666666667,8.93333333333333,3.86666666666667,3.73333333333333,14.4666666666667,16.2,20.9333333333333,19.8,0.543266666666667,0.568733333333333,106.386666666667,107.793333333333,109.506666666667,113.44,0.333333333333333,0.2,0,0,"BRKATL1202",1416.9273845805,1395.40582322463
"51","Home",101.6,95.8,38.9333333333333,37.4,80.9333333333333,83.3333333333333,9.26666666666667,8.2,24.5333333333333,20.6666666666667,14.4666666666667,12.8,6.93333333333333,8.46666666666667,31.4,29.4666666666667,23.0666666666667,21.4666666666667,8.13333333333333,8,5.8,4.73333333333333,12.9333333333333,14.0666666666667,22.2666666666667,19.2666666666667,0.566066666666667,0.527933333333333,107.773333333333,102.093333333333,109.786666666667,113.126666666667,0.466666666666667,0.4,0,1,"MILSAC1202",1514.77855898318,1364.9509898708
"52","Home",107.933333333333,104.266666666667,39.4,39.6666666666667,84.8,87.6,11.4666666666667,7.93333333333333,31.3333333333333,26.4,17.6666666666667,17,12.6,10.5333333333333,31.8,36,22.9333333333333,21.8666666666667,8.86666666666667,8.13333333333333,5,6.13333333333333,16.2666666666667,16.2666666666667,16.7333333333333,22.1333333333333,0.562666666666667,0.531266666666667,110.6,102.36,110.966666666667,105.32,0.6,0.333333333333333,0,0,"DENLAL1202",1527.29895946568,1399.04479282628
"53","Away",105.2,104.533333333333,40.4666666666667,39.3333333333333,84.5333333333333,86.2666666666667,8.26666666666667,11.2,22.7333333333333,31.3333333333333,16,14.6666666666667,10.1333333333333,8.4,34.5333333333333,32.0666666666667,24,23.3333333333333,6.66666666666667,7.53333333333333,4.8,5,15.6,14.0666666666667,20.0666666666667,18.8,0.567733333333333,0.5482,110.02,105.913333333333,108.806666666667,116.16,0.533333333333333,0.2,0,0,"NYKORL1203",1465.48383117212,1409.82358457936
"54","Away",98.0666666666667,117.333333333333,35.7333333333333,44.4,81.3333333333333,86.7333333333333,12.2666666666667,12.3333333333333,33.0666666666667,30.3333333333333,14.3333333333333,16.2,8.33333333333333,8.13333333333333,34.2,36.8666666666667,21.0666666666667,31.2666666666667,7.6,9.73333333333333,4.73333333333333,8.73333333333333,15.9333333333333,15.1333333333333,20.6666666666667,20.8666666666667,0.5472,0.613733333333333,102.933333333333,116.013333333333,106.073333333333,102.126666666667,0.533333333333333,0.8,0,0,"MIAGSW1203",1516.44251306911,1748.34623183266
"55","Home",107.2,103.8,39.8,37.2,84.4,81.8666666666667,8.46666666666667,9.93333333333333,23.1333333333333,28.4,19.1333333333333,19.4666666666667,10.9333333333333,10.1333333333333,32.2666666666667,29.9333333333333,23.4666666666667,19.7333333333333,8.8,7.93333333333333,3.6,4.2,12.6,15.2666666666667,17.3333333333333,20.9333333333333,0.566466666666667,0.559733333333333,112.913333333333,108.073333333333,109.52,116.2,0.533333333333333,0.266666666666667,0,1,"MINLAC1203",1508.05250904295,1478.01632096369
"56","Home",106,106,38.6,39.4666666666667,85.6666666666667,86,8.8,10.9333333333333,24.2,30.8666666666667,20,16.1333333333333,10.1333333333333,8.46666666666667,35.6,32.2666666666667,21.6666666666667,23.0666666666667,6.26666666666667,7.66666666666667,4.46666666666667,5.06666666666667,13.0666666666667,13.6666666666667,19.7333333333333,18.8,0.542,0.553733333333333,107.52,107.28,110.04,115.633333333333,0.333333333333333,0.266666666666667,0,1,"CHOORL1204",1460.11595528859,1421.24029708419
"57","Home",107.066666666667,105.4,41.2666666666667,40.7333333333333,86.8,84.7333333333333,10,8.06666666666667,25.0666666666667,22,14.5333333333333,15.8666666666667,8.53333333333333,10.4,33.0666666666667,34.4666666666667,23.1333333333333,23.6666666666667,7.66666666666667,6.4,4.8,5,13.1333333333333,15.2666666666667,17.6666666666667,20.4666666666667,0.565933333333333,0.568133333333333,109.933333333333,110.666666666667,111.353333333333,108.38,0.466666666666667,0.533333333333333,0,1,"INDNYK1204",1534.54501456619,1454.06711866729
"58","Away",105,107.466666666667,40.2,38.8666666666667,85.2,87.7333333333333,11.0666666666667,11.8666666666667,28.7333333333333,34.5333333333333,13.5333333333333,17.8666666666667,9.2,9.73333333333333,30.3333333333333,35.3333333333333,23.9333333333333,22.6666666666667,9.13333333333333,6.6,3.93333333333333,4.13333333333333,15.6666666666667,14.7333333333333,19.6666666666667,20.9333333333333,0.564933333333333,0.5468,108.506666666667,106.38,112.586666666667,109.5,0.266666666666667,0.333333333333333,0,0,"ATLBRK1204",1412.62807351647,1399.70513428866
"59","Home",104.933333333333,102.933333333333,37.6666666666667,38.8666666666667,84.0666666666667,80.4,11.6,8.93333333333333,30.8,24.1333333333333,18,16.2666666666667,8.8,7.4,34.5333333333333,30.8666666666667,22.6,22.9333333333333,7.26666666666667,8.33333333333333,4.53333333333333,6,13,12.8666666666667,18.8,22.1333333333333,0.559,0.571933333333333,109.82,109.46,103.733333333333,110.626666666667,0.866666666666667,0.533333333333333,0,0,"BOSMIL1204",1623.18102802596,1517.02885624001
"60","Away",98.2666666666667,114.133333333333,37.6666666666667,41.0666666666667,88.4,83.8,11.0666666666667,12.6,30.7333333333333,32.8,11.8666666666667,19.4,8.53333333333333,8.66666666666667,33.6666666666667,32.7333333333333,22.6,23.4666666666667,7.33333333333333,7.66666666666667,2.93333333333333,4,12.3333333333333,13.9333333333333,19.4666666666667,20.8666666666667,0.515933333333333,0.608266666666667,101.406666666667,117.573333333333,112.746666666667,111,0.133333333333333,0.8,0,0,"CHICLE1204",1379.02782799884,1626.53891012542
"61","Home",97.2,107.2,36.6666666666667,39.4666666666667,80.5333333333333,85,8.93333333333333,8.33333333333333,26,23.2666666666667,14.9333333333333,19.9333333333333,7.6,11.2,30.2666666666667,31.6,22.4,22.7333333333333,7.2,8.93333333333333,5.46666666666667,3.06666666666667,14.0666666666667,11.8666666666667,21.9333333333333,17.0666666666667,0.548466666666667,0.560666666666667,104.193333333333,113.493333333333,111.833333333333,110.553333333333,0.133333333333333,0.533333333333333,0,1,"MEMMIN1204",1434.20143094538,1512.55106909126
"62","Away",109.533333333333,116.133333333333,41.5333333333333,44.0666666666667,84.8,86.4,10.7333333333333,12.1333333333333,29.2,30.4,15.7333333333333,15.8666666666667,8,7.66666666666667,33.8666666666667,37,26.8666666666667,30.9333333333333,7.2,9.46666666666667,3.93333333333333,8.46666666666667,15.1333333333333,14.9333333333333,19.4,20.2666666666667,0.583933333333333,0.611066666666667,110.473333333333,115.366666666667,111.66,101.346666666667,0.533333333333333,0.8,0,1,"NOPGSW1204",1507.70519452903,1760.3414072684
"63","Home",111.6,107.466666666667,42.0666666666667,41.5333333333333,83.5333333333333,91.2,11.6666666666667,8.53333333333333,31.2666666666667,25.7333333333333,15.8,15.8666666666667,8.26666666666667,11.5333333333333,32.4666666666667,33.9333333333333,23.3333333333333,21.6666666666667,7.66666666666667,7.13333333333333,5.53333333333333,4.73333333333333,13.8666666666667,14.6,22.4,20.4666666666667,0.603666666666667,0.533333333333333,115.853333333333,106.413333333333,109.713333333333,113.113333333333,0.666666666666667,0.333333333333333,0,1,"TORPHO1205",1616.15450289538,1367.88410926362
"64","Home",100.066666666667,107,36.6,38.8666666666667,85.4666666666667,84.7333333333333,10.2666666666667,13,30.2,32.2666666666667,16.6,16.2666666666667,11.6,9.06666666666667,31.4,31.3333333333333,20.0666666666667,23.3333333333333,10.3333333333333,9.46666666666667,4.13333333333333,4.53333333333333,14.1333333333333,12.6666666666667,20.9333333333333,20.1333333333333,0.5252,0.574733333333333,104.966666666667,113.06,105.56,105.34,0.4,0.533333333333333,0,1,"OKCUTA1205",1533.18736289934,1583.7062819588
